Codice Articolo,Lob Associata,Nome LOB,Inventario,Descrizione Articolo,Lob Associata Orig Norm,Lob Associata Cleaned,LOB Cleaning Decision
2153437-1,1001,CABLAGGI COMMSCOPE,Inventario,"Pannello scarico a 24 porte 1U, accetta Jack SL schermati e",1001,1001,unchanged
2153448-2,1001,CABLAGGI COMMSCOPE,Inventario,"AMP-TWIST SLX,6S,BLK",1001,1001,unchanged
2153449-1,1001,CABLAGGI COMMSCOPE,Inventario,"INSERTO AMP-TWIST-6AS SLX JACK, w/o DUST COVER",1001,1001,unchanged
2153449-2,1001,CABLAGGI COMMSCOPE,Inventario,INSERTO RJ45 CAT6A SL AMP TWIST SLX -6AS - SCHERMATO,1001,1001,unchanged
2153449-4,1001,CABLAGGI COMMSCOPE,Inventario,"AMP TWIST SLX SERIES MODULAR JACK, CATEGORY 6a, sHIELDED 4 PAIR WITHOUS DUST COVER GRAY",1001,1001,unchanged
2-1593093-1,1001,CABLAGGI COMMSCOPE,Inventario,CAVO FIBRA OTTICA COMMSCOPE 4 X 50/125 OM2 LSZH,1001,1001,unchanged
2-1593099-1,1002,CABLAGGIO ALTERNATIVO,Inventario,FIBRA LOOSE TYCO 50/125 8 FIBRE LSZH,1002,1002,unchanged
2160041-2,1001,CABLAGGI COMMSCOPE,Inventario,PIGTAIL SC MULTIMD. 50/125 um XG 10 Gb lung. 2 MT,1001,1001,unchanged
2160042-2,1001,CABLAGGI COMMSCOPE,Inventario,PIGTAIL LC MULTIMODALE 50/125 um OM4 (XG) 10 Gb lung. 2 mt.,1001,1001,unchanged
2160043-2,1001,CABLAGGI COMMSCOPE,Inventario,PIGTAIL SC MM 50/125 UM OM4 (XG) 10GB 2 MT,1001,1001,unchanged
2160046-1,1001,CABLAGGI COMMSCOPE,Inventario,BRETELLA LC - LC DUPLEX 50/125 OM4 (XG) 10GB LSZH 1 MT,1001,1001,unchanged
2160048-2,1001,CABLAGGI COMMSCOPE,Inventario,BRETELLA SC - LC DUPLEX 50/125 UM OM4 (XG) 10GB 2 MT,1001,1001,unchanged
2161251-02,1008,CABLAGGIO PANDUIT,Inventario,"PIGTAIL SC 62,5/125 MT.2",1008,1008,unchanged
2-1671163-1,1001,CABLAGGI COMMSCOPE,Inventario,CONSOLIDATION POINT 12 Porte Twist /SL Jack,1001,1001,unchanged
216873-01,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"OPZIONE SYNC 60, SY60-M WW poly Sync 60 Smart Speakerphone for Conference Rooms",4009,4009,unchanged
2-1716001-4,1001,CABLAGGI COMMSCOPE,Inventario,CAVO OTTICO COMMSCOPE 24 FO OS2 INT/EST LSZH ECA,1001,1001,unchanged
21731,2006,APPARATI VARI,Inventario,"LCD KVM TERMINAL BASIC 19"" IT",2006,2006,unchanged
2174611,3004,CLOUD VARIE HW,Inventario,"Etichettatrice Portatile Dymo LabelManager 160, QWERTZ, largh. 12mm max, spina tipo C - EU, tipo G -",3004,3004,unchanged
2178493,1002,CABLAGGIO ALTERNATIVO,Inventario,CFS-SL GA M Sleeve antifuovo hilti 110mm medium,1002,1002,unchanged
2178494,1002,CABLAGGIO ALTERNATIVO,Inventario,CFS-SL GA L Sleeve antifuovo hilti 110mm long,1002,1002,unchanged
218-101,2014,CONTROLLO ACCESSI,Inventario,APICE LETTORE BANDA MAGN C-D EST,2014,2014,unchanged
‎2181011,3004,CLOUD VARIE HW,Inventario,DYMO LabelManager 160 kit di etichettatrice portatile,3004,3004,unchanged
2184368,1003,TBD******,Inventario,bullone di collegamento MQN-C,1003,1003,unchanged
2184772,1003,TBD******,Inventario,binario di montaggio MQ-21.5 3m,1003,1003,unchanged
219420-2,1001,CABLAGGI COMMSCOPE,Inventario,CAVO FTP CAT 5E LSZH,1001,1001,unchanged
219585-2,1001,CABLAGGI COMMSCOPE,Inventario,CAVO QUANTUM CATEGORY 6 - UTP 4 COPPIE LSZH,1001,1001,unchanged
219585-2-T,1001,CABLAGGI COMMSCOPE,Inventario,CAVO QUANTUM CATEGORY 6 - UTP 4 COPPIE LSZH,1001,1001,unchanged
21A4014JIX,3004,CLOUD VARIE HW,Inventario,ThinkBook 15 G3 ACL,3004,3004,unchanged
21AS100CDZ,17001,SISTEMI SCHNEIDER,Inventario,SCHEDA TCP/IP (pCOWeb),17001,17001,unchanged
21AS108CDZ,17001,SISTEMI SCHNEIDER,Inventario,A5 - Scheda pCONet,17001,17001,unchanged
21CO020CDZ,17001,SISTEMI SCHNEIDER,Inventario,SCHEDA OROLOGIO MP40,17001,17001,unchanged
21FF035CDZ,17001,SISTEMI SCHNEIDER,Inventario,S5 - Relè a 24Vac per allarme fuoco/fumo,17001,17001,unchanged
21FF036CDZ,17001,SISTEMI SCHNEIDER,Inventario,S5 - Relè 24Vac allarme fuoco/fumo remoto,17001,17001,unchanged
21KI100CDZ,17001,SISTEMI SCHNEIDER,Inventario,Kit valvola di controllo e bypass,17001,17001,unchanged
21KK001DIX,3004,CLOUD VARIE HW,Inventario,Notebook Lenovo - ThinkBook 16 G6 ABP,3004,3004,unchanged
21SA008CDZ,17001,SISTEMI SCHNEIDER,Inventario,Controllo allagamento + sonda puntiforme,17001,17001,unchanged
21SA020CDZ,17001,SISTEMI SCHNEIDER,Inventario,Controllo allagamento+sensore puntiforme,17001,17001,unchanged
21SA023CDZ,17001,SISTEMI SCHNEIDER,Inventario,J1 - Contr. allagam.+sonda banda sensibile,17001,17001,unchanged
21SA026CDZ,17001,SISTEMI SCHNEIDER,Inventario,J1 - Controllo allagamento + sonda a nastro,17001,17001,unchanged
21T0010CDZ,17005,ALTRO DATA CENTER,Inventario,B - Sensore temperatura ambiente,17005,17005,unchanged
21TB004CDZ1,17005,ALTRO DATA CENTER,Inventario,T1 - Telaio di base regolabile,17005,17005,unchanged
21TB008CDZ1,17001,SISTEMI SCHNEIDER,Inventario,T1 - Telaio di base regolabile,17001,17001,unchanged
21TB113CDZ,17001,SISTEMI SCHNEIDER,Inventario,Kit gambe regolabili in altezza,17001,17001,unchanged
21TB152CDZ1,24001,BUILDING AUTOMATION,Inventario,R1 TELAIO DI BASE STANDARD,24001,24001,unchanged
21TB162CDZ1,17001,SISTEMI SCHNEIDER,Inventario,S1 - Telaio base con deflettore,17001,17001,unchanged
21ZB110CDZ,17001,SISTEMI SCHNEIDER,Inventario,Z. di base mand. front. cl.2,17001,17001,unchanged
21ZB176CDZ,17001,SISTEMI SCHNEIDER,Inventario,G3 - Z. di base mand. front. cl.2 (RAL9003),17001,17001,unchanged
21ZB178CDZ,17005,ALTRO DATA CENTER,Inventario,G3 - Z. di base mand. front. cl.2 (RAL9003),17005,17005,unchanged
22.0221.00,1002,CABLAGGIO ALTERNATIVO,Inventario,SPINA 16A NERA PIATTA,1002,1002,unchanged
2200-69631-001,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Poly Studio Expansion Microphone,4009,4009,unchanged
2200-85970-101,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Poly Studio X50 hardware,4009,4009,unchanged
2200-86270-101,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Poly Studio X50 & Poly TC8; All-in-one,4009,4009,unchanged
2201-52885-001,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Poly Studio BT remote,4009,4009,unchanged
22020429,3005,CLOUD VARIE SW,Inventario,UPG ACROBAT PROFESSIONAL V8 UPG PR-PR,3005,3005,unchanged
22051E-46-IV,17009,SISTEMI ANTINCENDIO,Inventario,RIV ANALOG OTTICO Serie S200,17009,17009,unchanged
2211001,1003,TBD******,Inventario,FILTRO JMLF-50X LINEE DATI,1003,1003,unchanged
2211002,1003,TBD******,Inventario,FILTRO JMLF-65 X LINEE DATTI,1003,1003,unchanged
2211004,1003,TBD******,Inventario,FILTRO JMLF-100 X LINEE DATI,1003,1003,unchanged
2215-86418-001,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Poly Studio X50 VESA monitor mount,4009,4009,unchanged
2215-86538-100,4007,INSTALLAZIONE COLLABORATION,Inventario,"Optional Table Stand, Studio X70",4007,4007,unchanged
2215-87249-001,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"DISPLAY MOUNT, POLY STUDIO X70",4009,4009,unchanged
2215-88019-001,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Poly External Mic Cable Extender Kit up to 30mt,4009,4009,unchanged
222110-03,1002,CABLAGGIO ALTERNATIVO,Inventario,PATC CORD RJ45 PVC CAT5E MT 3 NERO,1002,1002,unchanged
2221944,2006,APPARATI VARI,Inventario,"Switch Ethernet non gestito Phoenix Contact 5 porte RJ45, 10/100/1000Mbit/s, montaggio Guida DIN",2006,2006,unchanged
222200-69631-001,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,POLY Studio Expansion Microphone,4009,4009,unchanged
222200-85970-101,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Poly Studio X50 ,4009,4009,unchanged
222200-86270-101,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,POLY Studio X50 & Poly TC8,4009,4009,unchanged
222215-86538-001,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Poly Studio X50 Optional Table Stand,4009,4009,unchanged
222-8341,2014,CONTROLLO ACCESSI,Inventario,RS WALLMOUNTH2,2014,2014,unchanged
222B1TC/00,4007,INSTALLAZIONE COLLABORATION,Inventario,Philips TOUCH SCREEN-Line 222B1TC/00 con Garanzia 3 anni OnSite,4007,4007,unchanged
222C324,3004,CLOUD VARIE HW,Inventario,Logitech TAP Base Bundle,3004,3004,unchanged
223140-15,1002,CABLAGGIO ALTERNATIVO,Inventario,ORCA - BRETELLA DI PERMUTAZIONE CAT6 UTP COLORE GRIGIO L. 15,1002,1002,unchanged
2235018,3004,CLOUD VARIE HW,Inventario,LOGITECH - Wireless Mouse M185 Swift Grey,3004,3004,unchanged
223V5LHSB/00,3004,CLOUD VARIE HW,Inventario,223V5LHSB/00,3004,3004,unchanged
223V5LHSB2/00,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Philips v-line Monitor a LED 22""",4009,4009,unchanged
22487P-85830-112,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Non in inventario,Maintenance service 1 anno,4009,4009,unchanged
22487P-85970-312,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Non in inventario,"POLY Poly Plus, Studio X50 3y",4009,4009,unchanged
2251251-02,1002,CABLAGGIO ALTERNATIVO,Inventario,Pigtail SC Multimodale 50/125 um OM3 L. 2 mt,1002,1002,unchanged
2251252-02,1001,CABLAGGI COMMSCOPE,Inventario,Pigtail LC Multimodale 50/125 um OM3 L. 2 mt,1001,1001,unchanged
225450,4007,INSTALLAZIONE COLLABORATION,Inventario,2x XLR male to Stereo jack metal plug with gold-plated connector,4007,4007,unchanged
226107-01,1002,CABLAGGIO ALTERNATIVO,Inventario,ORCA - Bretella Cat. 3 RJ45/RJ45 1 Cp. L. 1 Mt. Rosso,1002,1002,unchanged
226220013,3004,CLOUD VARIE HW,Inventario,"Kopp 226220013 Multipresa con interruttore 3 scomparti Argento, Nero Connettore Wieland",3004,3004,unchanged
22643,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"adattatore PT-MZ670 MZ570 MW630 MW530, BIANCA",4009,4009,unchanged
2269025-1,1001,CABLAGGI COMMSCOPE,Inventario,"Patch Panel Assembly, 24 Port, STP E-Series, unloaded",1001,1001,unchanged
2269081-2,1001,CABLAGGI COMMSCOPE,Inventario,"High-Density Front-Loading Cable Manager Shallow, 2U",1001,1001,unchanged
2269081-4,1001,CABLAGGI COMMSCOPE,Inventario,"High-Density Front-Loading Cable Manager Shallow, 4U",1001,1001,unchanged
2269081-6,1006,ARMADI,Inventario,"High-Density Front-Loading Cable Manager Shallow, 6U",1006,1006,unchanged
226V4LAB/00,3004,CLOUD VARIE HW,Inventario,"V-line 226V4LAB - Monitor a LED - 21.5""",3004,3004,unchanged
227230-86040-001,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"DISPLAY MOUNT,POLYCOM STUDIO ",4009,4009,unchanged
227-826,2006,APPARATI VARI,Inventario,ANEMOMETRO TESTO 405 PER MISURAZIONE VELOCITA ARIA FINO A 10M/S,2006,2006,unchanged
2280300-R,3004,CLOUD VARIE HW,Inventario,Adaptec - Mini-SAS/Mini-SAS HD - for Case per disco,3004,3004,unchanged
228-04560,3015,RINNOVO SOFTWARE MICROSOFT,Inventario,ML-SQL SERVER STD ED W32 SA NL,3015,3015,unchanged
228-04685,3015,RINNOVO SOFTWARE MICROSOFT,Inventario,SQL SVR STANDARD EDTN Win32  SA OLV NL 1YR,3015,3015,unchanged
228-04738,3002,SOFTWARE MICROSOFT,Inventario,SQL SERVER STD LIC/SA 1Y,3002,3002,unchanged
228-11477,3002,SOFTWARE MICROSOFT,Inventario,SQLSvrStd 2019 SNGL OLP NL,3002,3002,unchanged
2291216-2,1002,CABLAGGIO ALTERNATIVO,Inventario,JACK NERO CAT6,1002,1002,unchanged
22MK400H-B,3004,CLOUD VARIE HW,Inventario,"Lg Electronics LG MONITOR LED 22MK400H 21.5"", FULL HD (1920x1080), 16:9, luminosità 200, angolo di v",3004,3004,unchanged
22MR410-B,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"21,5 VA BORDERLESS 100HZ 16:9 1920X1080",4009,4009,unchanged
230-09,3004,CLOUD VARIE HW,Inventario,GN LINK 230 ADATT.RE USB CON QD,3004,3004,unchanged
23079,3004,CLOUD VARIE HW,Inventario,STAFFA A PARETE VESA 200X200,3004,3004,unchanged
2309-820-104,4001,TELEFONIA IP,Inventario,BIZ 2300 VERSIONE DOPPIO AURICOLARE,4001,4001,unchanged
23110,3004,CLOUD VARIE HW,Inventario,FLEXO 40-100B,3004,3004,unchanged
2316552-1,1001,CABLAGGI COMMSCOPE,Inventario,"Cavo Non schermato Categoria 6, Solido  AWG 24, 4cp+filler,",1001,1001,unchanged
231882,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Superlux HM-6. Base da tavolo per radiomicrofono palmare,4009,4009,unchanged
231T-DA-674,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,tvONE Distributore HDMI 1-4,4009,4009,unchanged
2322994-1,1001,CABLAGGI COMMSCOPE,Inventario,CAVO 6A F/FTP 4 COPPIE DI CAT 6A CPR CCA,1001,1001,unchanged
232496,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Neutrik NA HDMI-W - connettore HDMI passante da pannello,4009,4009,unchanged
2351251-02,1002,CABLAGGIO ALTERNATIVO,Inventario,Pigtail SC Multimodale 50/125 um OM4 L. 2 mt,1002,1002,unchanged
2351252-02,1002,CABLAGGIO ALTERNATIVO,Inventario,PIGTAIL LC MULTIMODALE 50/125 UM OM4 2MT,1002,1002,unchanged
2351E_A,17009,SISTEMI ANTINCENDIO,Inventario,RIV FUMO CONV FOTOELETTRONICO SERIE 300,17009,17009,unchanged
2351EA,3004,CLOUD VARIE HW,Inventario,Sensore di fumo ottico alimentato12 volt,3004,3004,unchanged
235-4779,3004,CLOUD VARIE HW,Inventario,cavo usb rs pro usb c/usb c l1mt,3004,3004,unchanged
2356756,3004,CLOUD VARIE HW,Inventario,"HIH8120-021-001 SENSOR,HUMIDITY,NO FILTER",3004,3004,unchanged
236-95KAGV020,17005,ALTRO DATA CENTER,Inventario,SERRANDA REGOLAZIONE FLUSSO ARIA 599x599,17005,17005,unchanged
23750,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,adattatore L/P piastre arakno BIANCO,4009,4009,unchanged
2387001,3004,CLOUD VARIE HW,Inventario,"Tenaglia Knipex, capacità di taglio: 3,3 mm, lunghezza 250 mm, manico in Acciaio forgiato",3004,3004,unchanged
23930,1002,CABLAGGIO ALTERNATIVO,Inventario,adattatore abb elos per jack kaystone,1002,1002,unchanged
239967,4002,ALTRO MATERIALE,Inventario,Serratura Elettrica da Applicare Elettrika,4002,4002,unchanged
2400PRO-HM-1GB,99001,MERCI C/ACQUISTI,Inventario,HD2400PRO 1GB HM(256MB) PCI-E,99001,99001,unchanged
24089-989-999,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Jabra Evolve2 40 STEREO UC USB-A,4009,4009,unchanged
2416086,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Convertitore di supporti Phoenix Contact,4009,4009,unchanged
24189-989-999,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Jabra Evolve2 40 STEREO UC USB-A,4009,4009,unchanged
2423000,1006,ARMADI,Inventario,SZ 4 DISTANZIALI X TETTI 20 MM,1006,1006,unchanged
242B1TC/00,4007,INSTALLAZIONE COLLABORATION,Inventario,Monitor Philips 242B1TC,4007,4007,unchanged
24346600,24001,BUILDING AUTOMATION,Inventario,DN470B LED20S/840 PSED-E C WH GC,24001,24001,unchanged
244E1SB,3004,CLOUD VARIE HW,Inventario,"24 LCD 244E1SB 16:9 5MS 1920X1080 VGA,DVI,HDMI",3004,3004,unchanged
2451252-02,1002,CABLAGGIO ALTERNATIVO,Inventario,Pigtail LC Multimodale 50/125 um OM5 L. 2 mt,1002,1002,unchanged
245-3240,4002,ALTRO MATERIALE,Inventario,"Vite metrica RS PRO in Acciaio, 1/4-20poll x 1/2poll",4002,4002,unchanged
2457-30757-001,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Poly Cable, USB 3.1, Type A to Type C, 10M",4009,4009,unchanged
2457-85517-001,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Polycom Studio / Studio X / G7500 USB cable to computing platform,4009,4009,unchanged
24587,3004,CLOUD VARIE HW,Inventario,GXT611 WEZZ SPEAKERS RGB 2.0 ILLUMINATI PER PC ,3004,3004,unchanged
2461029,3004,CLOUD VARIE HW,Inventario,RASPBERRYPI-2-MODB -1 GB,3004,3004,unchanged
24624,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,K&M Lighting Stand Konig & Meyer,4009,4009,unchanged
2467.000,1006,ARMADI,Inventario,RITTAL INSERTO DI SICUREZZA A CHIAVE ,1006,1006,unchanged
246V5LHAB/00,3004,CLOUD VARIE HW,Inventario,Philips V-line 246V5LHAB,3004,3004,unchanged
2489-820-209,4001,TELEFONIA IP,Inventario,BIZ 2400 II DUO,4001,4001,unchanged
249-101,1002,CABLAGGIO ALTERNATIVO,Inventario,"BLOCCO TERMINALE PER GUIDA TS 15x5,5mm",1002,1002,unchanged
249-117,24001,BUILDING AUTOMATION,Inventario,WAGO - blocco terminale (100 pz.),24001,24001,unchanged
2491251-02,1002,CABLAGGIO ALTERNATIVO,Inventario,Pigtail SC Monomodale 9/125 µm Lunghezza 2 mt,1002,1002,unchanged
2491252-02,1002,CABLAGGIO ALTERNATIVO,Inventario,Pigtail LC Monomodale 9/125 um L. 2 mt,1002,1002,unchanged
2493756,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"PHOENIX CONTACT  IMC 1,5/ 4-ST-3,81  Morsettiera innestabile, 3.81 mm, 4 Vie, Da 28AWG a 16AWG, 1.5 ",4009,4009,unchanged
2499-829-209,4001,TELEFONIA IP,Inventario,JABRA BIZ 2400 II USB DOPPIO AURICOLARE,4001,4001,unchanged
24FC512-I/P,24001,BUILDING AUTOMATION,Inventario,Microchip Reliable EEPROM Memory 64K x 8 (512 Kbit)  64-Byte,24001,24001,unchanged
24M1N3200ZS,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Monitor Desktop Philips 24""",4009,4009,unchanged
24MK430H,3004,CLOUD VARIE HW,Inventario,Monitor  24MK430H-B.AEU ,3004,3004,unchanged
24MP400-B,3004,CLOUD VARIE HW,Inventario,"Monitor 24"" per PC-server",3004,3004,unchanged
2500-FRAMEPRO-1.78-V,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Telo di proiezione fisso Fremepro cm 2500. Tessuto Vision White Pro classe ignifuga M1.,4009,4009,unchanged
2510728,1003,TBD******,Inventario,RASPBERRY-PI RPI 8MP CAMERA BOARD SCHEDA FOTOCAMERA VER. 2,1003,1003,unchanged
252000-04,1002,CABLAGGIO ALTERNATIVO,Inventario,COPRI PLUG CAT5E DI COLORE GRIGIO,1002,1002,unchanged
25502,4002,ALTRO MATERIALE,Inventario,"BTicino S25502E Custodia per Esterno, Bianco, 2 Moduli",4002,4002,unchanged
2-5502776-6,1001,CABLAGGI COMMSCOPE,Inventario,BUSSOLA SC DUPLEX OM3/OM4,1001,1001,unchanged
2550W5G/2580/3920/39,6002,CHECKPOINT SECURITY,Inventario,"Replacement Power Supply for 2550W5G, 2560, 2560W, 2570, 2570W, 2580, 3920 and 3950 models",6002,6002,unchanged
255-9513,2006,APPARATI VARI,Inventario,Anemometro Aletta telescopica Testo 425 30m/s,2006,2006,unchanged
25599-889-989,3004,CLOUD VARIE HW,Inventario,Jabra Evolve2 55 Mono,3004,3004,unchanged
‎25599-989-999,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Jabra Evolve2 55 Link380a UC Stereo,4009,4009,unchanged
256972,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Pro snake Camera Cable 3,0 - Female XLR to 3.5 mm stereo mini-jack 3 metri",4009,4009,unchanged
2-599142-6,1001,CABLAGGI COMMSCOPE,Inventario,FO DUPLEX TIGHT BUFFER LSZH 50/125 OM2 PLUS,1001,1001,unchanged
2-599623-4,1001,CABLAGGI COMMSCOPE,Inventario,FO 6C LLOSE TUBE - ANTIROD.LSZH - SM 9/125 OS1,1001,1001,unchanged
2-599624-2,1001,CABLAGGI COMMSCOPE,Inventario,"Cavo ottico tipo Loose Antiroditore , 8 fibre  Multimodale -",1001,1001,unchanged
2-599624-3,1001,CABLAGGI COMMSCOPE,Inventario,FIBRA AMP 08 50/125 IN-OUT OM3 LSZH,1001,1001,unchanged
2-599625-2,1001,CABLAGGI COMMSCOPE,Inventario,CAVO LOOSE ANTIROD. 12 FO MULTIMOD LSZH 50/125 OM3 PLUS XG,1001,1001,unchanged
2-599625-3,1001,CABLAGGI COMMSCOPE,Inventario,F.O. INT/EST OM3 LSZH LOOSE TUBE 12 C.,1001,1001,unchanged
2-599625-4,1001,CABLAGGI COMMSCOPE,Inventario,FO 12C LOOSE TUBE -  ANTIROD. LSZH - SM 9/125 OS1,1001,1001,unchanged
2-599627-4,1001,CABLAGGI COMMSCOPE,Inventario,CAVO OTTICO ANTIROD 24 FIBRE MONOMODALE LSZH 9/125 OS2,1001,1001,unchanged
2-599683-2,1001,CABLAGGI COMMSCOPE,Inventario,CAVO OTTICO COMMSCOPE 12 FO OM4 ARMATO METALLICO PE NERO,1001,1001,unchanged
2-599683-4,1001,CABLAGGI COMMSCOPE,Inventario,O-012-CA-8W-M12BK/28G/GY/HD,1001,1001,unchanged
2-599690-4,1001,CABLAGGI COMMSCOPE,Inventario,CAVO 24 FO OS2 PE CST ARMATO,1001,1001,unchanged
25UM58-P.AEU,3004,CLOUD VARIE HW,Inventario,"LG 25UM58-P - monitor a LED - 25""",3004,3004,unchanged
2600XT-256,3004,CLOUD VARIE HW,Inventario,HD 2600XT 256MB GDDR3 PCI-E DUAL,3004,3004,unchanged
2604552-09,1006,ARMADI,Inventario,Armadio a parete 9U dimensioni 600x450x520 con pannelli asportabili,1006,1006,unchanged
26060100-22,1006,ARMADI,Inventario,"26060100-22 Rack murale 22U dimensioni 600x600x1082 con pannelli laterali e post. asportabili, porta",1006,1006,unchanged
2606010-22,1006,ARMADI,Inventario,Armadio a parete 22U dimensioni 600x600x1082 con pannelli asportabili,1006,1006,unchanged
2606065-12,1002,CABLAGGIO ALTERNATIVO,Inventario,"Rack murale 12U dimensioni 600x600x650 con pannelli laterali e post. asportabili, porta ant. vetro d",1002,1002,unchanged
2606090-18,1001,CABLAGGI COMMSCOPE,Inventario,"Rack murale 18U dimensioni 600x600x902 con pannelli laterali e post. asp porta ant. vetro di sic,Ner",1001,1001,unchanged
26121600,1002,CABLAGGIO ALTERNATIVO,Inventario,BOOBRIE SMA Maschio Femmina RG58/U Cavo 3M SMA Maschio a SMA Femmina,1002,1002,unchanged
264007-B21,3010,SERVER HP,Inventario,SLIM LINE DVD ROM 8/24 X ,3010,3010,unchanged
2-6536503-0,1002,CABLAGGIO ALTERNATIVO,Inventario,bretella AMP 20 metri,1002,1002,unchanged
26599-989-989,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,JABRA EVOLVE2 65 UC STEREO BLACK con base di ricarica,4009,4009,unchanged
26599-989-999,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,JABRA EVOLVE2 65 STEREO UC BLACK,4009,4009,unchanged
26599-999-889,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Jabra Evolve2 65 Wireless Over-the-head Stereo - Nero,4009,4009,unchanged
26599-999-999,4001,TELEFONIA IP,Inventario,Jabra Evolve2 65 Stereo MS Black - Wireless,4001,4001,unchanged
266-2620,1002,CABLAGGIO ALTERNATIVO,Inventario,"Cavo coassiale RS PRO Reverse SMA, RP-SMA / RP-SMA, L. 10m, ",1002,1002,unchanged
26699-989-889,4007,INSTALLAZIONE COLLABORATION,Inventario,Jabra Evolve2 65 Flex Link380c UC Stereo con base di ricarica,4007,4007,unchanged
26699-999-999,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Jabra Evolve2 65 Flex,4009,4009,unchanged
2675908,3004,CLOUD VARIE HW,Inventario,STORE'N'STAY NANO USB 2.0 8GB,3004,3004,unchanged
2677609,3004,CLOUD VARIE HW,Inventario,"Pinza crimpatrice Knipex, Terminale con collare",3004,3004,unchanged
267-7609,3004,CLOUD VARIE HW,Inventario,"Pinza crimpatrice Knipex, Terminale con collare",3004,3004,unchanged
267-7825,3004,CLOUD VARIE HW,Inventario,Cavo di potenza StarTech,3004,3004,unchanged
268-2610,1002,CABLAGGIO ALTERNATIVO,Inventario,"Cavo di alimentazione RS PRO, 10A, 250V, L.2m angolato 90",1002,1002,unchanged
269-09061,3002,SOFTWARE MICROSOFT,Inventario,OFFICE PROFESSIONAL PLUS,3002,3002,unchanged
269-09648,3002,SOFTWARE MICROSOFT,Inventario,OFFICE PRO ALL Lng LIC/SA PACK OLV NL 1YR ENT,3002,3002,unchanged
270-3278,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo audio tasker 2 x 2.0 - bobina 100m,1002,1002,unchanged
270-8016,1002,CABLAGGIO ALTERNATIVO,Inventario,Tester cavi Klein Tools VDV526-200,1002,1002,unchanged
271-3627,3004,CLOUD VARIE HW,Inventario,revolution PI  REVPI CONNECT 4 32GB,3004,3004,unchanged
271V8LA,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,monitor Philips V-Line,4009,4009,unchanged
2727652,2006,APPARATI VARI,Inventario,"Switch Ethernet, 4 porte, barra din",2006,2006,unchanged
272S1M,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Monitor Desktop - 272S1M,4009,4009,unchanged
27461700,24002,ALTRI IMPIANTI TECNOLOGICI,Inventario,Hue Dimmer Switch V2 Interruttore Wireless,24002,24002,unchanged
2755-109,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Jabra Speak2 55 MS,4009,4009,unchanged
27599-989-889,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Cuffia USB-C stereo UC Jabra Evolve2 75,4009,4009,unchanged
27599-989-999,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Jabra Evolve2 75,4009,4009,unchanged
27599-999-889,3004,CLOUD VARIE HW,Inventario,Jabra Evolve2 75 USB-C + Charging stand,3004,3004,unchanged
